"GroupID","start_date","end_date","n_days","median_flow","event_AGWRC","logQ","IQR_flagged_outlier","cooks_distance","cooks_flagged"
75,1973-01-07,1973-01-15,7,864,0.945327267884225,6.76157276880406,FALSE,0.00328829977467819,FALSE
77,1973-11-11,1973-11-23,12,262,0.95996776778523,5.5683445037611,FALSE,0.0013291441033924,FALSE
78,1974-02-04,1974-02-12,6,578,0.960048303845459,6.35957386867238,FALSE,0.000957939861426242,FALSE
79,1974-04-10,1974-05-02,20,429,0.95667752311822,6.06145691892802,FALSE,0.000490685138531683,FALSE
83,1975-11-27,1975-12-25,22,269.5,0.983154378931637,5.59656839034905,FALSE,0.0058446641851594,FALSE
84,1976-02-28,1976-03-08,10,420,0.959990991932482,6.04025471127741,FALSE,1.87848941423963e-05,FALSE
85,1976-04-17,1976-04-29,8,284.5,0.980094899816792,5.65073325356639,FALSE,0.00419747350604839,FALSE
86,1976-11-17,1976-11-26,10,333,0.975504543014121,5.80814248998044,FALSE,0.00306848270675515,FALSE
87,1976-12-15,1977-01-07,18,356.5,0.96548413406399,5.87633423985435,FALSE,0.000144484700773284,FALSE
88,1977-05-02,1977-06-04,25,175,0.973842634146308,5.16478597392351,FALSE,1.16087317652786e-05,FALSE
90,1978-04-08,1978-04-16,9,633,0.947425545249012,6.45047042214418,FALSE,0.0041212822911595,FALSE
91,1978-05-30,1978-06-20,13,320,0.962216330433457,5.76832099579377,FALSE,0.000135361799813276,FALSE
93,1979-10-23,1979-10-31,6,666.5,0.961230146604858,6.50204013961876,FALSE,0.00420134682645457,FALSE
94,1980-06-22,1980-07-07,12,251,0.982980341387971,5.52545293913178,FALSE,0.00533126355369075,FALSE
95,1980-12-07,1980-12-18,10,160.5,0.982018135224892,5.07829394257007,FALSE,0.00299978249029519,FALSE
96,1981-03-16,1981-03-28,12,164.5,0.982392019497512,5.10291057020543,FALSE,0.00344173850399735,FALSE
98,1981-09-26,1981-10-03,7,97,0.975799942729674,4.57471097850338,FALSE,0.00492061755406084,FALSE
99,1982-04-08,1982-04-25,14,444,0.972273750344346,6.09582456243222,FALSE,0.00564694509841849,FALSE
100,1983-05-04,1983-05-13,8,679.5,0.936535356653482,6.5213572335912,FALSE,0.0255605825534988,FALSE
101,1984-05-17,1984-05-27,7,601,0.954317660546775,6.39859493453521,FALSE,0.000109166103024053,FALSE
102,1985-03-28,1985-04-12,10,484,0.954359191692364,6.18208490671663,FALSE,0.000831721157754706,FALSE
103,1985-12-24,1986-01-17,13,255,0.972667419842465,5.54126354515843,FALSE,0.000536793553766514,FALSE
104,1986-02-26,1986-03-08,5,710,0.952152219587223,6.56526497003536,FALSE,9.93060333503599e-05,FALSE
105,1987-03-14,1987-03-30,13,466,0.967106191166481,6.14418563412565,FALSE,0.00252579587645777,FALSE
106,1988-01-06,1988-01-16,8,440,0.953190179414936,6.08677472691231,FALSE,0.00172768888685334,FALSE
108,1988-06-08,1988-06-16,6,291,0.950555135108313,5.67332326717149,FALSE,0.00529310348738474,FALSE
110,1989-11-26,1989-12-04,7,364,0.95946366277848,5.89715386763674,FALSE,0.000291308307923354,FALSE
111,1990-01-17,1990-01-22,6,385,0.964978121444688,5.95324333428778,FALSE,0.000254309149916752,FALSE
114,1990-09-30,1990-10-10,6,132,0.99094325407385,4.88280192258637,FALSE,0.0145527104332697,FALSE
115,1990-11-17,1990-12-02,13,259,0.968904233544067,5.55682806169954,FALSE,3.41971009175598e-05,FALSE
117,1991-04-02,1991-04-12,9,828,0.933667017189585,6.71901315438526,FALSE,0.0362139648332755,TRUE
119,1992-04-01,1992-04-12,11,383,0.947543719794395,5.94803498918065,FALSE,0.00597082340930752,FALSE
122,1994-09-04,1994-09-17,11,211,0.973681987097712,5.35185813347607,FALSE,0.000291115365125512,FALSE
124,1995-03-22,1995-04-09,16,287,0.970731630079241,5.65948221575962,FALSE,0.000451138689047001,FALSE
126,1995-10-30,1995-11-05,4,272.5,0.932412000799848,5.6076386141033,FALSE,0.0269790242167086,FALSE
127,1996-02-02,1996-02-20,9,1020,0.973398840574303,6.92755790627832,FALSE,0.108790097225593,TRUE
128,1996-04-17,1996-04-29,10,465,0.957011388247785,6.14203740558736,FALSE,0.00020895173801618,FALSE
129,1996-10-28,1996-11-07,11,494,0.963179691299665,6.20253551718792,FALSE,0.00104767023271814,FALSE
130,1997-05-02,1997-05-19,15,352,0.980979991449537,5.8636311755981,FALSE,0.0078307169029549,FALSE
131,1997-11-19,1997-12-08,14,248.5,0.963816810518015,5.51544284553668,FALSE,0.000491111341315658,FALSE
132,1998-06-04,1998-06-09,6,361,0.980544015254443,5.88887795833288,FALSE,0.00803224250041518,FALSE
133,1998-07-03,1998-07-30,24,213,0.974320038244613,5.36129216570943,FALSE,0.000450647417991982,FALSE
135,1999-02-07,1999-02-14,8,201.5,0.973417856996276,5.30578938138674,FALSE,0.000153151986061145,FALSE
136,1999-04-08,1999-05-03,18,240,0.982364619613366,5.48063892334199,FALSE,0.00471965375439651,FALSE
137,1999-10-21,1999-10-28,6,244.5,0.958229457065299,5.49921530891493,FALSE,0.00265121523986508,FALSE
138,1999-11-12,1999-11-21,8,228.5,0.971782509111236,5.43153621033426,FALSE,0.00014356321042308,FALSE
139,2000-01-02,2000-01-19,10,236,0.97030060418235,5.46383180502561,FALSE,4.2011813083352e-05,FALSE
140,2001-05-01,2001-05-14,13,245,0.958485212787633,5.50125821054473,FALSE,0.00249995315701104,FALSE
141,2001-12-19,2002-01-06,12,109,0.977569222099365,4.69134788222914,FALSE,0.000743266939808219,FALSE
142,2002-02-13,2002-02-28,9,93.5,0.993216426309755,4.53796143629464,FALSE,0.0169346065914243,FALSE
143,2004-01-04,2004-01-17,12,548.5,0.962102065085098,6.30718727971528,FALSE,0.001535311435971,FALSE
147,2006-02-22,2006-03-10,9,411,0.951930864219185,6.01859321449623,FALSE,0.00266530953769648,FALSE
148,2006-03-25,2006-04-07,12,224.5,0.991418389224554,5.41387570718231,FALSE,0.0133064777033842,FALSE
150,2006-12-03,2006-12-10,6,506,0.93951557611644,6.22653666928747,FALSE,0.0166016739651743,FALSE
151,2007-01-14,2007-01-23,9,517,0.943626205922762,6.24804287450843,FALSE,0.0100581251785865,FALSE
152,2007-04-01,2007-04-10,9,568,0.955136953083999,6.34212141872115,FALSE,9.67370209986859e-05,FALSE
153,2007-05-04,2007-05-16,11,373,0.952117460102795,5.92157841964382,FALSE,0.0028962284965775,FALSE
155,2008-02-20,2008-03-03,12,325,0.952144526969964,5.78382518232974,FALSE,0.00347678593144353,FALSE
156,2009-01-15,2009-01-27,8,223,0.934296780687775,5.40717177146012,FALSE,0.0362385874687809,TRUE
157,2009-02-18,2009-03-05,12,169.5,0.974987460676989,5.1328529268205,FALSE,6.88506455478629e-05,FALSE
158,2009-06-28,2009-07-05,6,239.5,0.947804442424297,5.47855341685097,FALSE,0.0113536169076638,FALSE
159,2010-04-09,2010-04-18,7,579,0.951133393164311,6.361302477573,FALSE,0.00157174820955695,FALSE
160,2010-08-28,2010-09-10,11,88.3,0.973811121686831,4.48074010760991,FALSE,0.0137850759145907,FALSE
163,2011-07-14,2011-07-29,11,205,0.97571349294621,5.32300997913841,FALSE,0.00072137020853301,FALSE
164,2012-02-08,2012-02-28,16,436.5,0.9761397298138,6.07878837527966,FALSE,0.00913967894211812,FALSE
166,2012-04-13,2012-04-18,6,311.5,0.974745459811039,5.74139933822751,FALSE,0.00211257749134905,FALSE
167,2012-04-29,2012-05-13,9,387,0.983490321839441,5.95842469302978,FALSE,0.0133992999277934,FALSE
168,2012-11-26,2012-12-08,12,210,0.973410382418196,5.34710753071747,FALSE,0.000231572563059401,FALSE
169,2013-02-12,2013-02-25,11,536,0.964409762016356,6.2841341610708,FALSE,0.0027919538370135,FALSE
172,2014-08-17,2014-08-30,9,148,0.976217988052928,4.99721227376411,FALSE,1.40076313578921e-05,FALSE
173,2014-12-16,2014-12-19,4,364.5,0.932790967856558,5.89852655144871,FALSE,0.0235774223739895,FALSE
177,2015-10-20,2015-10-26,7,212,0.976234402285718,5.35658627467201,FALSE,0.00100195901952791,FALSE
178,2016-04-07,2016-04-22,13,340,0.973984797209559,5.82894561761021,FALSE,0.00249939615999729,FALSE
179,2016-10-21,2016-10-30,7,127,0.979044418791662,4.84418708645859,FALSE,0.000101842284475196,FALSE
180,2017-02-13,2017-03-06,17,196,0.978557109882113,5.27811465923052,FALSE,0.00170508308854758,FALSE
184,2019-11-11,2019-11-30,16,166.5,0.985155527431591,5.1149953094205,FALSE,0.00621111540033431,FALSE
185,2020-02-23,2020-03-12,16,320,0.973847557706127,5.76832099579377,FALSE,0.00192508148927122,FALSE
186,2020-09-15,2020-09-27,12,141.5,0.968352570673187,4.95229971708329,FALSE,0.00449572647466688,FALSE
188,2021-01-15,2021-01-25,11,454,0.960769914796192,6.11809719804135,FALSE,5.11833596642968e-05,FALSE
189,2021-10-09,2021-10-25,11,236,0.977253255849642,5.46383180502561,FALSE,0.00177199177847262,FALSE
190,2021-12-03,2021-12-31,18,200,0.988826524779854,5.29831736654804,FALSE,0.010590933992123,FALSE
191,2022-08-16,2022-08-29,6,168,0.969110975180811,5.12396397940326,FALSE,0.00114725338389254,FALSE
192,2022-09-21,2022-09-29,4,129.5,0.963993987559057,4.86368088113959,FALSE,0.0153663144321104,FALSE
193,2022-11-30,2022-12-13,13,169,0.98081633882933,5.12989871492307,FALSE,0.00238038117200761,FALSE
195,2023-03-10,2023-03-23,13,371,0.953699836946776,5.91620206260743,FALSE,0.00209655490409781,FALSE
196,2023-04-01,2023-04-24,18,296,0.970922986449438,5.69035945432406,FALSE,0.000586286972097787,FALSE
197,2023-05-13,2023-05-28,12,247.5,0.935164788311382,5.51141058200874,FALSE,0.0271283423853661,TRUE
199,2023-10-20,2023-11-04,10,70.2,0.992837517757255,4.25134831103177,FALSE,0.0088884131616191,FALSE
200,2024-04-24,2024-05-02,8,334.5,0.94852077505996,5.81263687956828,FALSE,0.00567040222342255,FALSE
201,2024-06-05,2024-06-22,10,168,0.960339733850318,5.12396397940326,FALSE,0.00913567064401744,FALSE
202,2024-10-27,2024-11-11,13,206,0.9859475105198,5.32787616878958,FALSE,0.00738784403499258,FALSE
203,2025-02-25,2025-03-01,5,569,0.933940300539128,6.34388043412633,FALSE,0.0307109529263528,TRUE
204,2025-04-12,2025-04-25,12,283,0.965295732890617,5.64544689764324,FALSE,2.82100467024466e-05,FALSE
