"GroupID","site_no","Date","Flow","AGWR","delta_AGWR","Year","Month","Day","Season","calc_AGWR","event_R_squared","mk_pval","mk_pval_orig","trim_start","trim_end","win_len","is_short","met_alpha","kept","AGWRC","R_squared"
1,1632000,"1928-07-03",92,0.876190476190476,0.993015873015873,1928,7,3,"Summer",0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.957760018139225,0.408489857250932
1,1632000,"1928-07-04",80,0.869565217391304,0.992438563327032,1928,7,4,"Summer",0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.957760018139225,0.408489857250932
1,1632000,"1928-07-05",66,0.825,0.94875,1928,7,5,"Summer",0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.957760018139225,0.408489857250932
1,1632000,"1928-07-06",55,0.833333333333333,1.01010101010101,1928,7,6,"Summer",0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.957760018139225,0.408489857250932
1,1632000,"1928-07-07",46,0.836363636363636,1.00363636363636,1928,7,7,"Summer",0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.957760018139225,0.408489857250932
1,1632000,"1928-07-08",42,0.91304347826087,1.09168241965974,1928,7,8,"Summer",0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.957760018139225,0.408489857250932
1,1632000,"1928-07-09",38,0.904761904761905,0.99092970521542,1928,7,9,"Summer",0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.957760018139225,0.408489857250932
1,1632000,"1928-07-10",38,1,1.10526315789474,1928,7,10,"Summer",0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.957760018139225,0.408489857250932
1,1632000,"1928-07-11",32,0.842105263157895,0.842105263157895,1928,7,11,"Summer",0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.957760018139225,0.408489857250932
1,1632000,"1928-07-12",27,0.84375,1.001953125,1928,7,12,"Summer",0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.957760018139225,0.408489857250932
1,1632000,"1928-07-13",56,2.07407407407407,2.45816186556927,1928,7,13,"Summer",0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.957760018139225,0.408489857250932
1,1632000,"1928-07-14",61,1.08928571428571,0.525191326530612,1928,7,14,"Summer",0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.957760018139225,0.408489857250932
1,1632000,"1928-07-15",56,0.918032786885246,0.842784197796291,1928,7,15,"Summer",0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.957760018139225,0.408489857250932
1,1632000,"1928-07-16",50,0.892857142857143,0.972576530612245,1928,7,16,"Summer",0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.957760018139225,0.408489857250932
1,1632000,"1928-07-17",40,0.8,0.896,1928,7,17,"Summer",0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.957760018139225,0.408489857250932
1,1632000,"1928-07-18",35,0.875,1.09375,1928,7,18,"Summer",0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.957760018139225,0.408489857250932
1,1632000,"1928-07-19",30,0.857142857142857,0.979591836734694,1928,7,19,"Summer",0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.957760018139225,0.408489857250932
1,1632000,"1928-07-20",26,0.866666666666667,1.01111111111111,1928,7,20,"Summer",0.944664179699939,0.644520176285086,0.649445652961731,0.649445652961731,1,18,18,FALSE,TRUE,TRUE,0.957760018139225,0.408489857250932
2,1632000,"1928-09-01",45,0.882352941176471,0.986159169550173,1928,9,1,"Fall",0.947539006357124,0.959730205152446,0.833534359931946,0.833534359931946,1,19,19,FALSE,TRUE,TRUE,0.948291517864901,0.965356102386263
2,1632000,"1928-09-02",43,0.955555555555556,1.08296296296296,1928,9,2,"Fall",0.947539006357124,0.959730205152446,0.833534359931946,0.833534359931946,1,19,19,FALSE,TRUE,TRUE,0.948291517864901,0.965356102386263
